epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,optimizer,momentum,outdir
11,3.803353642,,3.213757837,0.2136,0.017763518,0.1,811.9663409,2.774833202,,61.57890725,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
12,3.737069646,,3.007050691,0.2625,0.052345537,0.1,809.0770804,2.774908543,,61.79880905,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
13,3.64678413,,2.928922038,0.2797,0.054192517,0.1,807.0212331,2.774983883,,61.95623851,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
14,3.584768272,,2.741615844,0.3099,0.033886373,0.1,806.7432539,2.775059223,,61.97758675,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
15,3.47295067,,2.698553236,0.3247,0.034028269,0.1,806.7754408,2.775134563,,61.97511411,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
16,3.354070358,,2.608946318,0.3503,0.055070989,0.1,809.4333831,2.775209904,,61.77260661,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
17,3.319062138,,2.42514385,0.3946,0.086140551,0.1,811.810627,2.775285244,,61.59167671,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
18,3.261144365,,2.335276015,0.4026,0.042649969,0.1,809.5275717,2.775360584,,61.76441884,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
19,3.197074287,,2.61078744,0.3749,0.068867929,0.1,806.4393045,2.775435925,,62.00094628,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
20,3.147038254,,2.457830957,0.4194,0.06741377,0.1,806.767452,2.775511265,,61.9757278,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
21,3.089929268,,2.187943848,0.4464,0.086711958,0.1,808.9575327,2.775586605,,61.80794168,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
22,3.004030725,,2.06685635,0.4693,0.078320175,0.1,807.2902395,2.775661945,,61.93559337,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
23,2.920310876,,1.904052459,0.4996,0.059845738,0.1,806.7265237,2.775737286,,61.97887206,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
24,2.935963718,,1.989144477,0.4987,0.088544384,0.1,809.4922652,2.775812626,,61.76711273,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
25,2.846297996,,1.903775688,0.5057,0.088383019,0.1,809.1042875,2.775887966,,61.796731,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
26,2.866379909,,1.812610604,0.5241,0.080782771,0.1,806.7009223,2.775963306,,61.98083901,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
27,2.734840516,,1.810279864,0.5482,0.137425825,0.1,806.9984265,2.776038647,,61.95798945,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
28,2.75293389,,1.773940832,0.5491,0.110115089,0.1,808.4748703,2.776113987,,61.84584045,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
29,2.736482019,,1.755452993,0.5693,0.108536288,0.1,807.0541037,2.776189327,,61.95371509,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
30,2.673008291,,1.79614298,0.5448,0.099181756,0.1,806.6886839,2.776264668,,61.98177934,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
31,2.675999692,,1.696532605,0.5711,0.113882944,0.1,806.472351,2.776340008,,61.99840569,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
32,2.646139771,,1.530209901,0.604,0.093094453,0.1,807.2935398,2.776415348,,61.93534017,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
33,2.593650812,,1.577182386,0.594,0.10141626,0.1,806.6588931,2.776490688,,61.98406839,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
34,2.610992527,,1.556006443,0.5963,0.095701203,0.1,807.0345717,2.776566029,,61.9552145,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
35,2.539545414,,1.555046967,0.6033,0.103968613,0.1,806.1405049,2.776641369,,62.02392721,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
36,2.506731506,,1.548028553,0.606,0.104858272,0.1,807.2550346,2.776716709,,61.93829441,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
37,2.512480835,,1.545165985,0.6179,0.133941144,0.1,806.3176891,2.776792049,,62.01029778,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
38,2.44784224,,1.465542138,0.631,0.133415908,0.1,807.0613496,2.77686739,,61.95315886,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
39,2.425476364,,1.431518347,0.6263,0.084337249,0.1,806.8879676,2.77694273,,61.9664712,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
40,2.474810086,,1.515764811,0.6253,0.142165005,0.1,809.1726378,2.77701807,,61.79151106,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
41,2.371750475,,1.457777287,0.6345,0.111900032,0.1,809.4850568,2.77709341,,61.76766276,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
42,2.427929197,,1.395159608,0.65,0.121696882,0.1,806.7944077,2.777168751,,61.97365713,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
43,2.356962808,,1.378408743,0.656,0.124030083,0.1,808.9177049,2.777244091,,61.81098485,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
44,2.317926417,,1.279834022,0.671,0.089179456,0.1,811.9398055,2.777319431,,61.58191967,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
45,2.37563002,,1.390628182,0.6504,0.109092705,0.1,807.0631852,2.777394772,,61.95301795,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
46,2.34811742,,1.318571333,0.6606,0.081180423,0.1,808.8976114,2.777470112,,61.81252027,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
47,2.332791507,,1.355667785,0.6596,0.117170602,0.1,809.6502137,2.777545452,,61.75506306,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
48,2.266574567,,1.281544381,0.6727,0.100904122,0.1,806.9632906,2.777620792,,61.96068716,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
49,2.222280988,,5.675824285,0.5677,0.169261426,0.1,809.1625847,2.777696133,,61.79227877,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
50,2.279452301,,1.640233909,0.6453,0.117390528,0.1,809.6612355,2.777771473,,61.75422239,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
51,2.233557505,,1.299877629,0.6737,0.114864595,0.1,808.7972685,2.777846813,,61.820189,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
52,2.213175757,,1.213231906,0.6836,0.082871541,0.1,809.7186563,2.777922153,,61.74984312,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
53,2.199501689,,1.323325197,0.6788,0.134929448,0.1,809.4831102,2.777997494,,61.7678113,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
54,2.123676403,,1.284401538,0.6786,0.121659681,0.1,809.0503465,2.778072834,,61.80085111,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
55,2.138308366,,1.367376617,0.6818,0.149724871,0.1,809.6135806,2.778148174,,61.75785732,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
56,2.152914373,,1.164494026,0.6992,0.077362306,0.1,806.9580585,2.778223515,,61.9610889,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
57,2.093095152,,1.215255644,0.6949,0.104940616,0.1,809.2331495,2.778298855,,61.78689051,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
58,2.040839963,,1.172510857,0.6989,0.07366915,0.1,809.0140205,2.778374195,,61.80362606,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
59,2.101818825,,1.232487308,0.6951,0.113142937,0.1,807.1032314,2.778449535,,61.94994402,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
60,2.097345761,,1.212146711,0.6971,0.107006669,0.1,809.1319646,2.778524876,,61.79461718,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
61,2.090250754,,1.17492296,0.7092,0.114405975,0.1,809.329534,2.778600216,,61.77953219,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
62,2.050074116,,1.146850898,0.72,0.119502217,0.1,808.7817069,2.778675556,,61.8223784,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
63,2.015021579,,1.156670571,0.7075,0.091073185,0.1,810.0262815,2.778750896,,61.72639227,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
64,1.974270417,,1.156050499,0.7132,0.113545798,0.1,811.6427782,2.778826237,,61.60345578,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
65,2.01285566,,1.1199852,0.7149,0.085729584,0.1,809.6301339,2.778901577,,61.75659466,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
66,1.957507716,,1.125849616,0.7221,0.102875233,0.1,808.9957823,2.778976917,,61.80501938,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
67,1.972309414,,1.159003416,0.7167,0.115960963,0.1,807.1167777,2.779052258,,61.94890428,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
68,1.878932055,,1.126923803,0.7245,0.105270043,0.1,811.8850395,2.779127598,,61.58507371,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
69,1.946944634,,1.068242078,0.7301,0.079918936,0.1,809.2710035,2.779202938,,61.78500056,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
70,1.897008674,,1.057347144,0.7378,0.085574798,0.1,809.5209282,2.779278278,,61.76492572,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
71,1.872871726,,1.078085986,0.7301,0.07196743,0.1,811.6802706,2.779353619,,61.60061026,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
72,1.874475118,,1.164216705,0.7288,0.14084807,0.1,809.7777581,2.779428959,,61.74533629,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
73,1.875496406,,1.033024623,0.7411,0.076931447,0.1,811.2165517,2.779504299,,61.63582325,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
74,1.835342702,,1.066250372,0.7395,0.104077488,0.1,812.386722,2.779579639,,61.54704237,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
75,1.774846537,,1.064452627,0.7385,0.094422176,0.1,811.2956667,2.77965498,,61.6308136,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
76,1.833633346,,1.116102329,0.7407,0.141359448,0.1,807.2223838,2.77973032,,61.94079971,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
77,1.82183778,,1.027095328,0.7484,0.094856292,0.1,809.1006071,2.77980566,,61.79801226,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
78,1.824056742,,1.084786453,0.7358,0.111910991,0.1,812.5570068,2.779881001,,61.53414416,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
79,1.827903843,,1.045917564,0.7486,0.110225543,0.1,809.1597561,2.779956341,,61.79249477,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
80,1.791372793,,1.018764706,0.7541,0.109455504,0.1,812.3129034,2.780031681,,61.55263543,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
81,1.731243895,,1.030267989,0.7488,0.09855669,0.1,808.5385694,2.780107021,,61.83996892,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
82,1.793632947,,1.068297155,0.7473,0.121581048,0.1,810.0160507,2.780182362,,61.7271719,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
83,1.763407007,,1.057259263,0.7529,0.125228643,0.1,812.1000315,2.780257702,,61.56876993,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
84,1.709941215,,1.022693818,0.7561,0.112601042,0.1,811.5175786,2.780333042,,61.61295986,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
85,1.71587018,,1.108344257,0.7529,0.16195704,0.1,809.540712,2.780408382,,61.76441622,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
86,1.699354265,,0.971214894,0.7665,0.093342096,0.1,809.6328688,2.780483723,,61.75638604,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
87,1.674663606,,0.999724678,0.7627,0.105697118,0.1,811.8013786,2.780559063,,61.59142041,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
88,1.62235811,,1.002662467,0.7607,0.110233761,0.1,811.7524754,2.780634403,,61.59513092,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
89,1.655612746,,0.994680109,0.7653,0.116237052,0.1,808.6656422,2.780709743,,61.83025146,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
90,1.681494387,,1.037493434,0.7593,0.132890075,0.1,810.4692391,2.780785084,,61.69265604,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
91,1.638899625,,0.938240193,0.7714,0.083875135,0.1,811.1668091,2.780860424,,61.6396029,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
92,1.622636153,,1.012909544,0.7635,0.125261813,0.1,809.869603,2.780935764,,61.73833394,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
93,1.601485827,,1.000669694,0.7678,0.124010175,0.1,812.0758709,2.781011105,,61.5706017,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
94,1.566654684,,0.949412884,0.7724,0.095849335,0.1,809.2422832,2.781086445,,61.78619313,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
95,1.614702448,,0.997136648,0.7682,0.121945471,0.1,809.5243624,2.781161785,,61.7646637,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
96,1.675440189,,0.966445075,0.7712,0.104892887,0.1,808.8597424,2.781237125,,61.81541419,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
97,1.576695981,,0.9636186,0.7722,0.108108856,0.1,812.3280254,2.781312466,,61.55148959,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
98,1.608442337,,0.960265545,0.7716,0.102951385,0.1,806.2876125,2.781387806,,62.01261091,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
99,1.566992083,,0.925282762,0.7754,0.085287288,0.1,807.0550945,2.781463146,,61.95363903,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
100,1.575927453,,1.041529687,0.7636,0.145921916,0.1,809.4548716,2.781538486,,61.76996613,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.2},,,FALSE,FALSE,SGD,0.9,runs
