epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,power_W,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,optimizer,momentum,outdir
87,0.06695960020184517,0.98824,0.9164450646400452,0.7635,0.0832364559173584,0.1,781.7729614941387,2.7817788124084473,131767.66700000007,63.95818781852722,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
88,0.055869177854061126,0.991,0.9045958790779114,0.77,0.08004095405340195,0.1,783.7557074264616,2.7818541526794434,131742.89900000006,63.79538869857788,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
89,0.0470977092719078,0.99346,0.8965257742881775,0.7713,0.08232448995113373,0.1,776.8922736858083,2.7819294929504395,131826.33099999992,64.35998749732971,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
90,0.03992154907464981,0.99534,0.8863770762443542,0.7744,0.08375144004821777,0.1,784.0816153874702,2.7820048332214355,131980.76500000013,63.768871784210205,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
91,0.03497590616941452,0.99658,0.8770854442596435,0.7753,0.08007562905550003,0.1,783.2598729035036,2.7820801734924316,131400.84300000002,63.83577370643616,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
92,0.03064914277434349,0.99738,0.8758315143585205,0.7769,0.07999586313962936,0.1,784.4672263266942,2.7821555137634277,131433.953,63.73752570152283,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
93,0.029416832662820816,0.99716,0.8723839832305909,0.7784,0.08045615255832672,0.1,783.9057168451446,2.782230854034424,131839.66,63.784180641174316,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
94,0.026982910236120223,0.99824,0.8712602941513061,0.7787,0.08160127699375153,0.1,789.2937492529869,2.78230619430542,131917.86499999993,63.347771406173706,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
95,0.02539615891456604,0.99842,0.8688643597602844,0.7783,0.08082929253578186,0.1,791.3591922571994,2.782381534576416,131532.528,63.18243408203125,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
96,0.023797846430540084,0.99872,0.8706051173210144,0.7771,0.08268043398857117,0.1,793.4027873015573,2.782456874847412,131861.0689999999,63.01969289779663,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
97,0.023892362167835236,0.99852,0.8674005687713623,0.7769,0.08285955339670181,0.1,791.7779341737336,2.782532215118408,131955.01599999995,63.14901924133301,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
98,0.02291676704764366,0.9988,0.8663068406105041,0.7777,0.08163884282112122,0.1,793.744751544542,2.7826075553894043,131787.78499999992,62.99254250526428,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
99,0.022146556066274643,0.99904,0.8688712128639221,0.7788,0.08240803331136703,0.1,791.7109753898984,2.7826828956604004,131751.08899999995,63.15436005592346,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
100,0.022406157010793685,0.99892,0.8684751193046569,0.7779,0.08143037557601929,0.1,791.0007282525521,2.7827582359313965,131800.814,63.21106696128845,resnet101,100,128,0.001,True,42,cosine,0,,,,,False,False,SGD,0.9,runs
