epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,_cfg_file,outdir
1,4.808491323699951,,4.594742066192627,0.023,0.0143544040620327,0.1,766.0275053562883,2.773102283477783,65.27180767059326,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
2,4.499769734344483,,4.352036669921875,0.0325,0.007262185215950012,0.1,772.5437416674837,2.7741551399230957,64.72125434875488,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
3,4.387702990264892,,4.151527017974853,0.0516,0.0073698400519788265,0.1,771.5442862742048,2.774230480194092,64.80509400367737,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
4,4.303080222015381,,4.065593798065185,0.069,0.016091199591755867,0.1,772.3440781171364,2.774305820465088,64.7379858493805,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
5,4.229093346252442,,3.9199598182678224,0.0877,0.014994941651821136,0.1,771.8810616980435,2.774381160736084,64.77681922912598,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
6,4.144153595733642,,3.796541690826416,0.1076,0.01377989910542965,0.1,771.6727563252866,2.77445650100708,64.79430508613586,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
7,4.066821100158691,,3.5820956272125244,0.1443,0.023528095334768295,0.1,772.0566809778248,2.774531841278076,64.76208448410034,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
8,3.986195096435547,,4.131158864212036,0.1662,0.0406448096036911,0.1,771.7331734996086,2.7746071815490723,64.7892324924469,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
9,3.8863499491882325,,3.6768184661865235,0.1905,0.03388151526451111,0.1,771.9756444134306,2.7746825218200684,64.76888275146484,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
10,3.818500596923828,,3.530742673873901,0.2227,0.038377176970243454,0.1,771.4784609573577,2.7747578620910645,64.81162333488464,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
11,3.736797314758301,,3.21268430519104,0.259,0.0405331589281559,0.1,772.0804517850511,2.7748332023620605,64.76009058952332,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
12,3.67454690246582,,3.5256313217163084,0.2789,0.04789937287569046,0.1,772.1095796280343,2.7749085426330566,64.75764751434326,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
13,3.5777783059692383,,9.941476011657715,0.3079,0.06062258034944534,0.1,771.8848913817676,2.7749838829040527,64.77649784088135,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
14,3.557714258651733,,2.8865484962463377,0.3145,0.04596320912241936,0.1,771.7826081226694,2.775059223175049,64.78608274459839,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
15,3.4491554855346678,,3.087218840789795,0.3285,0.04501501843333244,0.1,771.5500116095697,2.775134563446045,64.80461311340332,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
16,3.372518504333496,,2.7107902824401857,0.3777,0.08120819926261902,0.1,772.148173780644,2.775209903717041,64.75441074371338,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
17,3.3366001670074463,,4.0561550388336185,0.3849,0.08779739588499069,0.1,771.9059467980101,2.775285243988037,64.77473092079163,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
18,3.2810275958251953,,2.590584387207031,0.401,0.06869262456893921,0.1,771.8102250840325,2.775360584259033,64.78276443481445,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
19,3.2428235217285155,,4.851308476257325,0.3971,0.07751987874507904,0.1,771.7785635952897,2.7754359245300293,64.7854220867157,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
20,3.1933115425109864,,2.205616396522522,0.4477,0.06969226896762848,0.1,771.8614536309371,2.7755112648010254,64.77846479415894,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
21,3.1912938026428224,,3.8678592010498045,0.4306,0.07395942509174347,0.1,772.0748322716288,2.7755866050720215,64.7605619430542,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
22,3.096745403366089,,11.812621327018737,0.4492,0.10591305792331696,0.1,771.9098790122091,2.7756619453430176,64.77440094947815,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
23,3.01694468170166,,5.691957147979736,0.4842,0.09752011299133301,0.1,771.8793059655394,2.7757372856140137,64.77696657180786,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
24,3.018536606140137,,2.869585527420044,0.4799,0.10264743864536285,0.1,771.7496538436636,2.7758126258850098,64.78784894943237,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
25,2.959193148651123,,2.3627880939483643,0.5157,0.10031066834926605,0.1,771.8598485521991,2.775887966156006,64.7796003818512,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
26,2.9156571979522705,,10.94894184398651,0.4978,0.14021608233451843,0.1,771.8054957202255,2.775963306427002,64.78316140174866,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
27,2.878283477783203,,5.541170181655883,0.5219,0.10659459233283997,0.1,771.9853972299594,2.776038646697998,64.76806449890137,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
28,2.883940243835449,,1.8376798830032348,0.5637,0.12590256333351135,0.1,771.8770331845158,2.776113986968994,64.77715730667114,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
29,2.8554943043518066,,1.7949833572387695,0.54,0.10479456186294556,0.1,771.761437309407,2.7761893272399902,64.78685975074768,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
30,2.7900788659667968,,1.7870269435882569,0.5407,0.08999137580394745,0.1,771.864999032055,2.7762646675109863,64.77816724777222,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
31,2.77182889831543,,1.743984375190735,0.5605,0.10526249557733536,0.1,772.0447577533565,2.7763400077819824,64.764084815979,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
32,2.767961690368652,,1.775964909362793,0.5535,0.10808565467596054,0.1,771.7851530155576,2.7764153480529785,64.78486895561218,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
33,2.7248378881072997,,1.6001703760147095,0.5935,0.10359113663434982,0.1,771.5795252588273,2.7764906883239746,64.8021342754364,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
34,2.67782779876709,,1.6365033695220947,0.5869,0.11594440042972565,0.1,772.0144695874519,2.7765660285949707,64.76562547683716,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
35,2.654380784301758,,1.7272551574707031,0.5624,0.08943484723567963,0.1,772.1736930705302,2.776641368865967,64.75227069854736,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
36,2.642393483276367,,1.6831357580184936,0.5868,0.12752796709537506,0.1,771.6488686508396,2.776716709136963,64.79631090164185,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
37,2.63156955871582,,1.567117013168335,0.6076,0.1259642243385315,0.1,771.5700552105741,2.776792049407959,64.80292963981628,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
38,2.5414559228515623,,1.5322203662872314,0.6086,0.09935563802719116,0.1,772.3059308152056,2.776867389678955,64.7411835193634,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
39,2.5660984533691407,,1.6019797780990601,0.5996,0.11304710805416107,0.1,771.5899096496911,2.776942729949951,64.80126214027405,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
40,2.5428438487243654,,1.5057517002105714,0.6219,0.13013266026973724,0.1,772.0515620465918,2.7770180702209473,64.7625138759613,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
41,2.5077603022766115,,1.4774561239242554,0.6242,0.10420277714729309,0.1,771.947254094231,2.7770934104919434,64.77126479148865,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
42,2.510458648376465,,1.4646928304672242,0.6249,0.10404790937900543,0.1,771.3936300768244,2.7771687507629395,64.81775069236755,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
43,2.5077294383239748,,1.5219080375671388,0.6244,0.13876236975193024,0.1,772.4307768393169,2.7772440910339355,64.73171901702881,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
44,2.4284620418167115,,1.441690252494812,0.6447,0.1330861747264862,0.1,771.7030091649116,2.7773194313049316,64.79176497459412,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
45,2.464573586883545,,1.4340487289428712,0.6391,0.09860782325267792,0.1,771.7098613905683,2.7773947715759277,64.7921895980835,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
46,2.3923703633117674,,1.4683524585723877,0.6387,0.14574342966079712,0.1,771.7939665410604,2.777470111846924,64.78412914276123,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
47,2.418687999725342,,1.4613745067596435,0.6398,0.13389140367507935,0.1,772.1388034844094,2.77754545211792,64.7551965713501,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
48,2.4695147674560545,,1.3843609998703004,0.648,0.1089816689491272,0.1,771.9226930806902,2.777620792388916,64.77432584762573,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
49,2.375670195617676,,1.3447296211242676,0.6669,0.12065835297107697,0.1,771.8543032695936,2.777696132659912,64.77906489372253,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
50,2.367258201904297,,1.3306964059829711,0.6691,0.12808029353618622,0.1,772.0389511769092,2.777771472930908,64.76357173919678,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
51,2.342483771362305,,1.4169032091140747,0.6502,0.12432800233364105,0.1,771.4575281813665,2.7778468132019043,64.81238198280334,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
52,2.3299762696838378,,1.3155961061477661,0.6665,0.1131947711110115,0.1,771.9919646062664,2.7779221534729004,64.76851320266724,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
53,2.3763420515441895,,1.344070970916748,0.6677,0.11340148001909256,0.1,772.1130050726209,2.7779974937438965,64.75736021995544,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
54,2.33296200592041,,1.4363648611068724,0.6577,0.15346938371658325,0.1,771.7504604131196,2.7780728340148926,64.78778123855591,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
55,2.252038311767578,,1.3013722097396851,0.6714,0.10521745681762695,0.1,771.8134319949288,2.7781481742858887,64.78249526023865,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
56,2.2742480332946777,,1.2722559301376344,0.6804,0.11887247860431671,0.1,771.987809896544,2.7782235145568848,64.76786208152771,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
57,2.2216832014465333,,1.3059085945129394,0.6758,0.11257251352071762,0.1,771.8221439060068,2.778298854827881,64.78176403045654,resnet101,100,128,0.0001,True,42,cosine,0,,{'alpha': 1.5},,,False,False,D:\8099\yaml\3.yaml,runs
