epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,momentum,optimizer,outdir,_cfg_file
82,2.0377094416809083,,0.9308997749328614,0.7632,0.09418345987796783,0.1,812.3043609719647,2.780182361602783,61.553282737731934,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
83,2.057049963645935,,0.9465190733909606,0.7707,0.12456384301185608,0.1,811.8409535117586,2.7802577018737793,61.58841800689697,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
84,2.01625814414978,,0.8587172887802124,0.7754,0.07057405263185501,0.1,812.0534066278774,2.7803330421447754,61.57230496406555,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
85,1.8911061292266846,,0.7801281631469726,0.7915,0.04338894784450531,0.1,811.3354623136246,2.7804083824157715,61.626789808273315,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
86,1.8770138983154296,,0.8562884243011475,0.788,0.09984773397445679,0.1,809.8907956673712,2.7804837226867676,61.73771834373474,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
87,1.8423245693206787,,0.8322501508712769,0.7967,0.1064886748790741,0.1,812.1428246489874,2.7805590629577637,61.56552577018738,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
88,1.8539231466674804,,0.8444873980522156,0.7979,0.12144705653190613,0.1,814.2338794289259,2.7806344032287598,61.40741777420044,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
89,1.7989488700866698,,0.8441197155952453,0.7971,0.11828361451625824,0.1,814.6572072850372,2.780709743499756,61.375508069992065,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
90,1.7860855006408691,,0.7936235450744629,0.7981,0.08810412883758545,0.1,811.6045700977669,2.780785083770752,61.60635590553284,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
91,1.7587730276298523,,0.7438464590072632,0.8068,0.05961503088474274,0.1,809.7757350993202,2.780860424041748,61.74549055099487,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
92,1.743839061088562,,0.7681307390213012,0.8095,0.09694758802652359,0.1,809.2351291962726,2.780935764312744,61.786739349365234,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
93,1.8243015849304198,,0.7609120813369751,0.8095,0.0878816768527031,0.1,812.1871195545116,2.7810111045837402,61.56216812133789,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
94,1.7531371935272217,,0.7983214972496032,0.8114,0.12398553639650345,0.1,808.9781627447802,2.7810864448547363,61.80636548995972,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
95,1.7339301054382323,,0.691597445678711,0.8202,0.05448635667562485,0.1,811.9204229776354,2.7811617851257324,61.58238983154297,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
96,1.6990976671600342,,0.7662583565711976,0.8172,0.113754503428936,0.1,812.0680755691325,2.7812371253967285,61.57119274139404,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
97,1.6846240489959716,,0.7409316226005555,0.8183,0.09714382141828537,0.1,811.6796359826886,2.7813124656677246,61.60065841674805,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
98,1.7173297500228881,,0.7449857759475708,0.8183,0.10032586008310318,0.1,812.6553310820885,2.7813878059387207,61.52669906616211,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
99,1.7420851886749267,,0.737943284702301,0.8207,0.09698621928691864,0.1,811.7035279214658,2.781463146209717,61.59884524345398,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
100,1.6507600374555589,,0.6828555603027344,0.8239,0.05316200479865074,0.1,811.8549422028469,2.781538486480713,61.58735680580139,resnet101,100,128,0.0005,True,42,cosine_warm,5,,{'alpha': 0.8},,"{'magnitude': 14, 'num_ops': 2}",False,False,0.9,SGD,runs,D:\8099\yaml\stage_tmp\23b645.yaml
