epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,power_W,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,optimizer,momentum,outdir
1,4.781368528137207,0.01094,4.5819281997680665,0.0162,0.006452053319662809,0.1,793.1047681304271,2.775299072265625,130861.33499999999,63.043373346328735,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
2,4.584425722503662,0.01424,4.536511078643799,0.0228,0.0064363921992480755,0.1,800.0220770252427,2.7753748893737793,132433.91000000006,62.49827527999878,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
3,4.47802091796875,0.02182,4.278268116760254,0.0328,0.01238319557160139,0.1,798.8779462055536,2.7754502296447754,132351.731,62.58778357505798,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
4,4.325913340148926,0.03368,4.127786168670655,0.0499,0.013615567237138748,0.1,799.3204111660787,2.7755255699157715,132219.43799999997,62.55313801765442,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
5,4.174605483093262,0.05128,3.933575365829468,0.0759,0.013849976472556591,0.1,796.6019280471794,2.7756009101867676,132253.46499999994,62.76660680770874,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
6,4.003332805328369,0.07484,3.7136443851470946,0.113,0.012625091709196568,0.1,798.899748308439,2.7756762504577637,132252.9019999999,62.5860755443573,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
7,3.806233881225586,0.10752,3.464669951629639,0.1553,0.021410806104540825,0.1,796.5146861326266,2.7757515907287598,132236.63800000006,62.773481607437134,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
8,3.5711123950958252,0.14682,3.1737353172302245,0.2056,0.05180468037724495,0.1,798.6011258827606,2.775826930999756,132242.18600000002,62.60947847366333,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
9,3.2784732008361814,0.19458,3.009129898071289,0.2405,0.06959141045808792,0.1,801.3211081152076,2.775902271270752,132269.16499999995,62.39695858955383,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
10,3.0248663372802733,0.24252,2.6693218158721925,0.3067,0.06965717673301697,0.1,799.2074997165439,2.775977611541748,132232.4929999999,62.56197547912598,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
11,2.7596431770324705,0.2943,2.4039432590484617,0.3681,0.04770706593990326,0.1,798.8232970574999,2.776052951812744,132214.64800000004,62.59206533432007,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
12,2.5328377879333495,0.3391,2.385535621261597,0.3783,0.08819437026977539,0.1,799.572128379177,2.7761282920837402,132309.00799999997,62.53344535827637,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
13,2.353746230773926,0.37914,2.0539135818481444,0.4494,0.06500665098428726,0.1,796.1554726626822,2.7762036323547363,132365.06399999998,62.802847146987915,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
14,2.203237027130127,0.41448,1.9291555351257323,0.468,0.06208111345767975,0.1,798.7260340475848,2.7762789726257324,132329.01699999996,62.599687337875366,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
15,2.06747191696167,0.44276,1.904372427558899,0.4817,0.09319764375686646,0.1,798.8772919173961,2.7763543128967285,132342.86200000002,62.58783483505249,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
16,1.9627471040344238,0.46816,1.6993499967575074,0.5339,0.039530858397483826,0.1,796.981749027044,2.7764296531677246,132290.74199999994,62.73769402503967,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
17,1.8827332403564454,0.48774,1.7542089597702026,0.5223,0.0821136087179184,0.1,796.393390063066,2.7765049934387207,132285.41499999995,62.783042430877686,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
18,1.7822559397125244,0.51176,1.6306276161193847,0.5511,0.0653621107339859,0.1,796.3537766808781,2.776580333709717,132210.92100000003,62.78716564178467,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
19,1.7056558236694337,0.52778,1.591226891517639,0.5594,0.05981437861919403,0.1,796.6105035050676,2.776655673980713,132199.79900000006,62.765931129455566,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
20,1.6506724704742433,0.54036,1.591552382850647,0.5677,0.055621616542339325,0.1,796.7874097230639,2.776731014251709,132300.10700000005,62.75199556350708,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
21,1.5871967713165283,0.55892,1.5044559175491332,0.5858,0.06268462538719177,0.1,798.5763843037963,2.776806354522705,132336.25700000004,62.6114182472229,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
22,1.5311724114990235,0.57152,1.4867108669281006,0.5894,0.09093639254570007,0.1,796.4475771728161,2.776881694793701,132251.64099999995,62.7787709236145,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
23,1.4676474320220947,0.58714,1.4794133163452148,0.5947,0.08860062062740326,0.1,796.6952270891694,2.7769570350646973,132290.79500000007,62.75925636291504,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
24,1.4205647826766967,0.599,1.372092205810547,0.6214,0.06674942374229431,0.1,796.5311406707785,2.7770323753356934,132428.5960000001,62.7721848487854,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
25,1.377571800880432,0.60792,1.344364192199707,0.6269,0.0815708190202713,0.1,796.1659548198508,2.7771077156066895,132347.4490000001,62.80097723007202,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
26,1.3448467056274414,0.61896,1.321685033607483,0.6192,0.07138817012310028,0.1,801.6707120516458,2.7771830558776855,132173.6709999999,62.36974763870239,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
27,1.2978639479064942,0.62728,1.3419350154876708,0.6259,0.07423672080039978,0.1,801.6676260942577,2.7772583961486816,132249.3199999999,62.36998772621155,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
28,1.2575887372589112,0.63906,1.2410857479095458,0.654,0.061745092272758484,0.1,798.36611540925,2.7773337364196777,132210.98800000016,62.62790846824646,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
29,1.2124756019210816,0.64988,1.2850503028869629,0.649,0.07454138994216919,0.1,796.9921530009439,2.777409076690674,132194.2929999999,62.73587489128113,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
30,1.1871074082946778,0.65626,1.3020360441207885,0.6411,0.09409714490175247,0.1,796.61929399492,2.77748441696167,132172.25100000002,62.76623749732971,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
31,1.147055865058899,0.66766,1.236482216835022,0.6586,0.07328997552394867,0.1,799.0201925886194,2.777559757232666,132049.06600000005,62.57664132118225,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
32,1.1200104209136963,0.67466,1.2723768684387207,0.6508,0.07912889122962952,0.1,801.4657758045067,2.777635097503662,132155.40799999985,62.385695695877075,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
33,1.0781067363357544,0.683,1.2495704872131348,0.6606,0.0914960578083992,0.1,796.4011716722308,2.777710437774658,132233.78599999993,62.78242897987366,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
34,1.0499816518402099,0.69348,1.2091748992919922,0.6689,0.08438146114349365,0.1,798.6624238487063,2.7777857780456543,132286.32400000002,62.60467314720154,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
35,1.0119781414794922,0.7018,1.2120211587905885,0.6698,0.08948367834091187,0.1,799.2455150875088,2.7778611183166504,132234.45600000015,62.55899977684021,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
36,0.9952823625564575,0.70774,1.215522169494629,0.6732,0.09781450778245926,0.1,799.1658426048842,2.7779364585876465,132199.34599999996,62.56523656845093,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
37,0.9563602880859375,0.71744,1.2224610683441162,0.6686,0.09423482418060303,0.1,800.8227446807763,2.7780117988586426,132275.7400000001,62.43578910827637,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
38,0.9398101572799683,0.72266,1.219114133644104,0.6772,0.10417596995830536,0.1,799.7253994649634,2.7780871391296387,132223.81200000003,62.52146053314209,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
39,0.9088105950927734,0.73222,1.1765169118881225,0.6864,0.09090746194124222,0.1,799.0995833052967,2.7781624794006348,132304.50299999997,62.5704243183136,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
40,0.8844819159317017,0.73772,1.3031184089660643,0.6605,0.11367344856262207,0.1,798.42982736518,2.778237819671631,132326.08800000002,62.62291097640991,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
41,0.8589820801925659,0.74524,1.1972952627182007,0.6821,0.09479489177465439,0.1,799.4874501767093,2.778313159942627,132215.9460000001,62.54106879234314,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
42,0.8277837789916992,0.75288,1.1720963331222534,0.6857,0.1042008101940155,0.1,798.8912239219014,2.778388500213623,132321.57999999993,62.58674335479736,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
43,0.8032204885864258,0.76028,1.1603266063690185,0.7007,0.09609648585319519,0.1,799.1501652086059,2.778463840484619,132108.548,62.56646394729614,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
44,0.7754447455215454,0.76698,1.1830700820922853,0.6898,0.10669632256031036,0.1,799.0804253038685,2.7785391807556152,132070.37700000007,62.571924448013306,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
45,0.7574037628364563,0.77404,1.1183494606018067,0.7059,0.09496083110570908,0.1,798.6275204149644,2.7786145210266113,132184.55099999998,62.60740923881531,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
46,0.7344688919830322,0.77984,1.1857026726722717,0.6902,0.11335605382919312,0.1,799.0741196845647,2.7786898612976074,132170.24500000002,62.572418212890625,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
47,0.7114389375305176,0.78574,1.1401450289726258,0.7023,0.10387066006660461,0.1,801.7633815180502,2.7787652015686035,132344.464,62.36253881454468,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
48,0.6844663004112244,0.7923,1.1100896676063539,0.7137,0.1059383898973465,0.1,801.5487536122739,2.7788405418395996,132273.59799999997,62.37923741340637,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
49,0.6692998244285584,0.79706,1.098370876121521,0.7134,0.1013893261551857,0.1,796.3986342400192,2.7789158821105957,132238.07100000014,62.78262901306152,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
50,0.6377949869155883,0.80638,1.096562711429596,0.7154,0.10205689072608948,0.1,801.7334507018656,2.778991222381592,132259.45200000005,62.364866971969604,resnet101,100,128,0.0001,True,42,cosine,0,,,,"{'num_ops': 2, 'magnitude': 14}",False,False,SGD,0.9,runs
