epoch,train_loss,train_acc,val_loss,val_acc,val_ece,lr,ips,mem_GB,,time_s,model,epochs,batch,wd,amp,seed,scheduler,warmup,warmup_iters,mixup,ema,randaug,channels_last,compile,optimizer,momentum,outdir
11,3.66261687,,3.206520313,0.251,0.039823975,0.1,809.3344502,2.774833202,,61.77915692,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
12,3.576906306,,3.134351098,0.2936,0.063501984,0.1,809.302824,2.774908543,,61.78157115,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
13,3.502428541,,3.18265711,0.3067,0.047816552,0.1,806.8097998,2.774983883,,61.97247481,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
14,3.377191215,,2.629001268,0.3449,0.057764638,0.1,806.9661473,2.775059223,,61.96046782,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
15,3.335953492,,2.9711136,0.3209,0.031656839,0.1,809.0751795,2.775134563,,61.79895425,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
16,3.268493264,,3.141697991,0.3516,0.048810318,0.1,806.9490446,2.775209904,,61.96278143,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
17,3.214241883,,2.871818281,0.3872,0.092396691,0.1,809.2693858,2.775285244,,61.7841239,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
18,3.078004811,,4.393838876,0.4144,0.083857201,0.1,806.655207,2.775360584,,61.98435163,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
19,3.086183872,,2.284555433,0.4431,0.060295299,0.1,808.9303667,2.775435925,,61.81001735,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
20,3.002632685,,2.911332896,0.4429,0.095400199,0.1,807.1282898,2.775511265,,61.9480207,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
21,2.913846403,,3.075571818,0.4678,0.094673514,0.1,806.7705153,2.775586605,,61.97549248,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
22,2.863674432,,1.911703408,0.4997,0.071936302,0.1,806.9180175,2.775661945,,61.96416354,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
23,2.85140108,,1.810061203,0.5288,0.084244683,0.1,808.7174798,2.775737286,,61.82628822,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
24,2.816067992,,1.796135843,0.5307,0.086775355,0.1,809.6215821,2.775812626,,61.75724697,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
25,2.738363949,,1.799914232,0.5269,0.078337029,0.1,809.2329496,2.775887966,,61.78690577,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
26,2.696551826,,1.73546411,0.5461,0.104146004,0.1,809.1474398,2.775963306,,61.79343534,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
27,2.672175402,,1.680280688,0.5758,0.133663595,0.1,806.9936846,2.776038647,,61.95835352,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
28,2.668094824,,1.607483267,0.581,0.101339757,0.1,809.5597405,2.776113987,,61.76196456,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
29,2.663541718,,1.646320706,0.5772,0.103407115,0.1,809.4741897,2.776189327,,61.76849198,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
30,2.576824695,,1.617190509,0.5867,0.108365774,0.1,806.6167876,2.776264668,,61.98830867,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
31,2.527319655,,1.567717493,0.59,0.088428706,0.1,806.8717343,2.776340008,,61.96771789,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
32,2.517644687,,1.509184527,0.611,0.102126859,0.1,806.5092028,2.776415348,,61.99657273,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
33,2.475158904,,1.56462575,0.6033,0.113873996,0.1,806.8020587,2.776490688,,61.97306943,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
34,2.459267849,,1.510669219,0.6134,0.104887463,0.1,806.7921326,2.776566029,,61.97383189,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
35,2.445652656,,1.496377338,0.6131,0.094119027,0.1,806.6515892,2.776641369,,61.98462963,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
36,2.43186467,,1.533402127,0.6104,0.109365389,0.1,806.7068555,2.776716709,,61.98038316,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
37,2.335755411,,1.491363378,0.6169,0.087475277,0.1,809.411221,2.776792049,,61.77329731,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
38,2.362938063,,1.444555093,0.635,0.12717618,0.1,806.6298025,2.77686739,,61.98730373,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
39,2.364334668,,1.411914738,0.6371,0.087417841,0.1,809.3121841,2.77694273,,61.78085661,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
40,2.385946373,,1.424275383,0.6252,0.064466476,0.1,809.4676847,2.77701807,,61.76898837,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
41,2.283421208,,1.454885969,0.6323,0.106976703,0.1,808.9643978,2.77709341,,61.80741715,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
42,2.271893918,,1.387454927,0.6507,0.110506125,0.1,809.6582284,2.777168751,,61.75545239,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
43,2.262804872,,1.355350699,0.6576,0.110246673,0.1,806.4384517,2.777244091,,62.00101185,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
44,2.273877971,,1.343385821,0.6694,0.129236177,0.1,809.6053199,2.777319431,,61.75848746,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
45,2.211599982,,1.304955628,0.6707,0.113163963,0.1,806.9755343,2.777394772,,61.95974708,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
46,2.321593311,,1.442888815,0.6525,0.148279324,0.1,809.3631676,2.777470112,,61.7769649,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
47,2.297679327,,1.257016058,0.68,0.112212107,0.1,809.3503048,2.777545452,,61.77794671,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
48,2.150565816,,1.363146585,0.6616,0.131207719,0.1,811.6031473,2.777620792,,61.60646391,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
49,2.138890289,,1.268923097,0.6761,0.094913438,0.1,809.6000816,2.777696133,,61.75988698,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
50,2.191988251,,1.298194276,0.6779,0.131678522,0.1,811.7830742,2.777771473,,61.59380913,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
51,2.163362194,,1.278616636,0.6804,0.106415972,0.1,808.8774067,2.777846813,,61.81406426,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
52,2.150947813,,1.256347122,0.6866,0.109276816,0.1,809.752019,2.777922153,,61.74829984,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
53,2.107805698,,1.279090434,0.6805,0.099558547,0.1,809.669638,2.777997494,,61.75358152,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
54,2.035983422,,1.280662301,0.6804,0.106077999,0.1,806.5549667,2.778072834,,61.99305558,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
55,2.016285743,,1.182028217,0.6948,0.088679224,0.1,806.2911,2.778148174,,62.01334262,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
56,2.010362479,,1.196063838,0.6915,0.097576246,0.1,807.5014085,2.778223515,,61.91939664,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
57,1.992195829,,1.212235993,0.7,0.103278041,0.1,809.2362939,2.778298855,,61.78665042,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
58,1.988984229,,1.264386783,0.6925,0.128626794,0.1,806.3620732,2.778374195,,62.00688457,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
59,1.920943286,,1.174071824,0.7084,0.108312503,0.1,806.373108,2.778449535,,62.00603604,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
60,2.003421527,,1.187754634,0.707,0.123765044,0.1,807.1127085,2.778524876,,61.9492166,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
61,1.951825679,,1.104075455,0.7148,0.062150933,0.1,809.1644829,2.778600216,,61.79213381,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
62,1.868406254,,1.113074286,0.7155,0.081036583,0.1,806.6710872,2.778675556,,61.98313141,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
63,1.96992327,,1.198486722,0.7054,0.111949205,0.1,806.8780425,2.778750896,,61.96823287,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
64,1.951251535,,1.110400105,0.724,0.095273778,0.1,809.083239,2.778826237,,61.79833865,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
65,1.871188994,,1.145030639,0.713,0.082618967,0.1,812.1196396,2.778901577,,61.56728339,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
66,1.909729876,,1.191567568,0.7097,0.122105457,0.1,809.5371089,2.778976917,,61.76369119,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
67,1.855656019,,1.164798528,0.724,0.140763551,0.1,809.4036298,2.779052258,,61.77387667,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
68,1.880429382,,1.188054638,0.7132,0.127582937,0.1,806.4735388,2.779127598,,61.99931431,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
69,1.890301441,,1.105394789,0.7275,0.099447146,0.1,806.87446,2.779202938,,61.96750855,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
70,1.755532596,,1.007237091,0.7424,0.048271984,0.1,811.8393947,2.779278278,,61.58853626,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
71,1.773185201,,1.014772322,0.7426,0.065503478,0.1,809.8360336,2.779353619,,61.74089313,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
72,1.756618277,,1.083851501,0.7375,0.106214575,0.1,809.1640458,2.779428959,,61.79216719,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
73,1.780898396,,0.990494351,0.7465,0.054720063,0.1,806.6567274,2.779504299,,61.98423481,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
74,1.727880041,,1.055239754,0.7453,0.111024082,0.1,809.4443647,2.779579639,,61.77076793,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
75,1.711622073,,1.057688926,0.7451,0.112550765,0.1,809.2875489,2.77965498,,61.78273726,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
76,1.714868813,,1.012762189,0.7506,0.082226112,0.1,806.7571202,2.77973032,,61.97652149,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
77,1.758158878,,1.075127058,0.7468,0.120887414,0.1,809.2525351,2.77980566,,61.7854104,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
78,1.754512777,,1.027361513,0.7489,0.085831225,0.1,809.2223579,2.779881001,,61.78771448,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
79,1.649014842,,1.032744115,0.7531,0.106627047,0.1,809.2041009,2.779956341,,61.78910851,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
80,1.711052154,,1.047607065,0.7479,0.10606312,0.1,809.6840803,2.780031681,,61.75347996,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
81,1.690943634,,1.029844992,0.7503,0.096850395,0.1,806.7411125,2.780107021,,61.97775126,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
82,1.638173274,,0.999062338,0.7578,0.08719074,0.1,809.4047044,2.780182362,,61.77379465,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
83,1.626304166,,1.0135791,0.7587,0.105558291,0.1,809.1158813,2.780257702,,61.79684567,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
84,1.627596247,,1.039619461,0.7526,0.120733708,0.1,808.9142914,2.780333042,,61.81124568,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
85,1.586315883,,0.956961014,0.7686,0.084337987,0.1,809.5983564,2.780408382,,61.75901866,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
86,1.63705913,,1.00758068,0.7617,0.108604699,0.1,806.8947697,2.780483723,,61.96594882,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
87,1.626997665,,0.961028251,0.7646,0.080780104,0.1,806.8393038,2.780559063,,61.97020864,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
88,1.636130584,,1.036299188,0.7596,0.125271648,0.1,809.3575139,2.780634403,,61.77739644,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
89,1.592484127,,0.982309212,0.7709,0.114409626,0.1,808.9440025,2.780709743,,61.80897546,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
90,1.582261183,,0.950285967,0.7698,0.093453892,0.1,809.4990706,2.780785084,,61.76659346,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
91,1.624365942,,0.999791775,0.7665,0.118021637,0.1,807.1454436,2.780860424,,61.94670415,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
92,1.57432743,,0.929084558,0.7744,0.081200622,0.1,812.018741,2.780935764,,61.57493353,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
93,1.543469907,,0.956272602,0.7711,0.095183283,0.1,809.407138,2.781011105,,61.77360892,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
94,1.586759987,,0.933013382,0.7743,0.083677173,0.1,806.7288946,2.781086445,,61.97969007,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
95,1.617292526,,0.956581719,0.7716,0.100032233,0.1,809.3755123,2.781161785,,61.77602267,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
96,1.599052795,,0.931857723,0.7738,0.08324825,0.1,806.3448814,2.781237125,,62.00820661,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
97,1.599972222,,0.992347438,0.7702,0.123522624,0.1,806.8253726,2.781312466,,61.97127867,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
98,1.546271531,,0.975043888,0.7718,0.112260923,0.1,806.6758067,2.781387806,,61.98276877,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
99,1.549164127,,1.013446381,0.7671,0.13146165,0.1,806.7327862,2.781463146,,61.97839093,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
100,1.544485019,,0.903138769,0.7783,0.07224863,0.1,806.8737522,2.781538486,,61.96756291,resnet101,100,128,0.0001,TRUE,42,cosine,0,,{'alpha': 1.0},,,FALSE,FALSE,SGD,0.9,runs
